7	1	1	Dhanañjānī
7	1	2	Mắng Nhiếc
7	1	3	Asurindaka
7	1	4	Bilaṅgika
7	1	5	Bất Hại
7	1	6	Búi Tóc
7	1	7	Suddhika
7	1	8	Aggika
7	1	9	Sundarika
7	1	10	Nhiều Con Gái
7	2	1	Người Cày
7	2	2	Udaya
7	2	3	Devahita
7	2	4	Đại Phú Gia
7	2	5	Cứng Đầu Vì Kiêu Mạn
7	2	6	Kẻ Ưa Chống Đối
7	2	7	Người Làm Công Trình
7	2	8	Người Hái Củi
7	2	9	Người Nuôi Mẹ
7	2	10	Người Đi Xin
7	2	11	Saṅgārava
7	2	12	Khomadussa
8	1	1	Xuất Gia
8	1	2	Bất Mãn
8	1	3	Pesalā
8	1	4	Ānanda
8	1	5	Subhāsita
8	1	6	Sāriputta
8	1	7	Pavāraṇā
8	1	8	Parosahassa
8	1	9	Koṇḍañña
8	1	10	Moggallāna
8	1	11	Gaggarā
8	1	12	Vaṅgīsa
9	1	1	Viễn Ly
9	1	2	Thức Tỉnh
9	1	3	Kassapagotta
9	1	4	Chúng Tỷ-kheo
9	1	5	Ānanda
9	1	6	Anuruddha
9	1	7	Nāgadatta
9	1	8	Nữ Gia Chủ
9	1	9	Vajjiputta Tại Vesālī
9	1	10	Tụng Đọc
9	1	11	Bất Thiện Tầm
9	1	12	Giữa Trưa
9	1	13	Các Căn Phóng Túng
9	1	14	Hoa Sen
10	1	1	Indaka
10	1	2	Sakka
10	1	3	Sūci
10	1	4	Maṇibhadda
10	1	5	Sānu
10	1	6	Piyaṅkara
10	1	7	Punabbasu
10	1	8	Sudatta
10	1	9	Sukkā Thứ Nhất
10	1	10	Sukkā Thứ Hai
10	1	11	Cīrā
10	1	12	Āḷavaka
11	1	1	Suvīra
11	1	2	Susīma
11	1	3	Đỉnh Cờ
11	1	4	Vepacitti
11	1	5	Thắng Nhờ Lời Hay
11	1	6	Tổ Chim
11	1	7	Không Phản Bội
11	1	8	Verocana
11	1	9	Các Ẩn Sĩ Ở Rừng
11	1	10	Các Ẩn Sĩ Bên Biển
11	2	1	Hạnh Nguyện
11	2	2	Sakka
11	2	3	Mahāli
11	2	4	Người Nghèo
11	2	5	Cảnh Khả Ái
11	2	6	Người Cúng Tế
11	2	7	Đảnh Lễ Đức Phật
11	2	8	Đảnh Lễ Người Tại Gia
11	2	9	Đảnh Lễ Bậc Đạo Sư
11	2	10	Đảnh Lễ Tăng Chúng
11	3	1	Chặt Đứt
11	3	2	Xấu Xí
11	3	3	Ảo Thuật
11	3	4	Sám Hối
11	3	5	Không Sân Hận
12	1	1	Thuyết Giảng
12	1	2	Phân Tích
12	1	3	Đạo Lộ
12	1	4	Vipassī
12	1	5	Sikhī
12	1	6	Vessabhū
12	1	7	Kakusandha
12	1	8	Koṇāgamana
12	1	9	Kassapa
12	1	10	Gotama
12	2	1	Thức Ăn
12	2	2	Phagguna
12	2	3	Sa-môn Bà-la-môn Thứ Nhất
12	2	4	Sa-môn Bà-la-môn Thứ Hai
12	2	5	Kaccānagotta
12	2	6	Thuyết Pháp
12	2	7	Lõa Thể
12	2	8	Timbaruka
12	2	9	Kẻ Ngu Và Người Trí
12	2	10	Duyên
12	3	1	Mười Lực Thứ Nhất
12	3	2	Mười Lực Thứ Hai
12	3	3	Nền Tảng
12	3	4	Ngoại Đạo
12	3	5	Bhūmija
12	3	6	Upavāṇa
12	3	7	Duyên
12	3	8	Tỷ-kheo
12	3	9	Sa-môn Bà-la-môn Thứ Nhất
12	3	10	Sa-môn Bà-la-môn Thứ Hai
12	4	1	Bhūta
12	4	2	Kaḷāra
12	4	3	Căn Cứ Của Trí Thứ Nhất
12	4	4	Căn Cứ Của Trí Thứ Hai
12	4	5	Vô Minh Duyên Thứ Nhất
12	4	6	Vô Minh Duyên Thứ Hai
12	4	7	Natumhā
12	4	8	Tư Niệm Thứ Nhất
12	4	9	Tư Niệm Thứ Hai
12	4	10	Tư Niệm Thứ Ba
12	5	1	Năm Sợ Hãi Và Hận Thù Thứ Nhất
12	5	2	Năm Sợ Hãi Và Hận Thù Thứ Hai
12	5	3	Khổ
12	5	4	Thế Gian
12	5	5	Thân Tộc
12	5	6	Một Bà-la-môn
12	5	7	Jāṇussoṇi
12	5	8	Nhà Thế Gian Luận
12	5	9	Thánh Đệ Tử Thứ Nhất
12	5	10	Thánh Đệ Tử Thứ Hai
12	6	1	Thẩm Sát
12	6	2	Chấp Thủ
12	6	3	Trói Buộc Thứ Nhất
12	6	4	Trói Buộc Thứ Hai
12	6	5	Cây Lớn Thứ Nhất
12	6	6	Cây Lớn Thứ Hai
12	6	7	Cây Non
12	6	8	Danh Sắc
12	6	9	Thức
12	6	10	Nhân Duyên
12	7	1	Vô Văn Thứ Nhất
12	7	2	Vô Văn Thứ Hai
12	7	3	Thịt Con
12	7	4	Có Tham
12	7	5	Thành
12	7	6	Quán Sát
12	7	7	Bó Lau
12	7	8	Kosambī
12	7	9	Tuôn Về
12	7	10	Susima
12	8	1	Già Chết
12	8	2	Mười Kinh Về Sanh
12	8	3	Bậc Đạo Sư
12	8	4	Mười Kinh Về Bậc Đạo Sư
12	8	5	Mười Một Kinh Về Học Giới
13	1	1	Đầu Móng Tay
13	1	2	Hồ Nước
13	1	3	Nước Hợp Lưu Thứ Nhất
13	1	4	Nước Hợp Lưu Thứ Hai
13	1	5	Đất Thứ Nhất
13	1	6	Đất Thứ Hai
13	1	7	Biển Thứ Nhất
13	1	8	Biển Thứ Hai
13	1	9	Núi Thứ Nhất
13	1	10	Núi Thứ Hai
13	1	11	Núi Thứ Ba
14	1	1	Sai Biệt Của Giới
14	1	2	Sai Biệt Của Xúc
14	1	3	Không Phải Do Xúc
14	1	4	Sai Biệt Của Thọ Thứ Nhất
14	1	5	Sai Biệt Của Thọ Thứ Hai
14	1	6	Sai Biệt Của Giới Bên Ngoài
14	1	7	Sai Biệt Của Tưởng
14	1	8	Không Phải Do Tìm Cầu
14	1	9	Sai Biệt Của Xúc Bên Ngoài Thứ Nhất
14	1	10	Sai Biệt Của Xúc Bên Ngoài Thứ Hai
14	2	1	Bảy Giới
14	2	2	Có Nhân Duyên
14	2	3	Nhà Gạch
14	2	4	Chí Hướng Hạ Liệt
14	2	5	Đi Kinh Hành
14	2	6	Có Kệ
14	2	7	Bất Tín
14	2	8	Gốc Bất Tín
14	2	9	Gốc Không Hổ Thẹn
14	2	10	Gốc Không Sợ Tội Lỗi
14	2	11	Gốc Ít Nghe
14	2	12	Gốc Biếng Nhác
14	3	1	Không Định Tĩnh
14	3	2	Phá Giới
14	3	3	Năm Học Giới
14	3	4	Bảy Nghiệp Đạo
14	3	5	Mười Nghiệp Đạo
14	3	6	Tám Chi Phần
14	3	7	Mười Chi Phần
