ud	23	Kinh Da-sô-xa	Yasojasuttaṃ
ud	24	Kinh Xá-lợi-phất	Sāriputtasuttaṃ
ud	25	Kinh Mục Kiền Liên	Mahāmoggallānasuttaṃ
ud	26	Kinh Pi-lin-đa-vát-xa	Pilindavacchasuttaṃ
ud	27	Kinh Đế Thích Tự Thuyết	Sakkudānasuttaṃ
ud	28	Kinh Khất Thực	Piṇḍapātikasuttaṃ
ud	29	Kinh Nghề	Sippasuttaṃ
ud	30	Kinh Thế Gian	Lokasuttaṃ
ud	31	Kinh Mê-ghi-da	Meghiyasuttaṃ
ud	32	Kinh Trạo Cử	Uddhatasuttaṃ
ud	33	Kinh Người Chăn Bò	Gopālakasuttaṃ
ud	34	Kinh Dạ-xoa Đánh	Yakkhapahārasuttaṃ
ud	35	Kinh Na-già	Nāgasuttaṃ
ud	36	Kinh Pin-đô-la	Piṇḍolasuttaṃ
ud	37	Kinh Xá-lợi-phất	Sāriputtasuttaṃ
ud	38	Kinh Sun-đa-li	Sundarīsuttaṃ
ud	39	Kinh U-ba-sê-na	Upasenasuttaṃ
ud	40	Kinh Xá-lợi-phất An Tịnh	Sāriputtaupasamasuttaṃ
ud	41	Kinh Thân Hơn	Piyatarasuttaṃ
ud	42	Kinh Yểu Mệnh	Appāyukasuttaṃ
ud	43	Kinh Sup-ba-bu-đa Người Cùi	Suppabuddhakuṭṭhisuttaṃ
ud	44	Kinh Trẻ Con	Kumārakasuttaṃ
ud	45	Kinh Bố-tát	Uposathasuttaṃ
ud	46	Kinh Tô-na	Soṇasuttaṃ
ud	47	Kinh Khang-kha Lê-ba-đa	Kaṅkhārevatasuttaṃ
ud	48	Kinh Phá Tăng	Saṅghabhedasuttaṃ
ud	49	Kinh Sa-đa-da-ma-na	Sadhāyamānasuttaṃ
ud	50	Kinh Chu-lợi Bàn-đặc	Cūḷapanthakasuttaṃ
ud	51	Kinh Xả Tuổi Thọ Hành	Āyusaṅkhārossajjanasuttaṃ
ud	52	Kinh Bảy Ẩn Sĩ Bện Tóc	Sattajaṭilasuttaṃ
ud	53	Kinh Quán Chiếu	Paccavekkhaṇasuttaṃ
ud	54	Kinh Các Ngoại Đạo	Paṭhamanānātitthiyasuttaṃ
ud	55	Kinh Các Ngoại Đạo	Dutiyanānātitthiyasuttaṃ
ud	56	Kinh Các Ngoại Đạo	Tatiyanānātitthiyasuttaṃ
ud	57	Kinh Tu-bồ-đề	Subhūtisuttaṃ
ud	58	Kinh Kỹ Nữ	Gaṇikāsuttaṃ
ud	59	Kinh Chạy Vòng Vòng	Upātidhāvantisuttaṃ
ud	60	Kinh Sinh Khởi	Uppajjantisuttaṃ
ud	61	Kinh Ba-đi-da Lùn	Paṭhamalakuṇḍakabhaddiyasuttaṃ
ud	62	Kinh Ba-đi-da Lùn	Dutiyalakuṇḍakabhaddiyasuttaṃ
ud	63	Kinh Hữu Tình	Paṭhamasattasuttaṃ
ud	64	Kinh Hữu Tình	Dutiyasattasuttaṃ
ud	65	Kinh Ba-đi-da Lùn Thứ Hai	Aparalakuṇḍakabhaddiyasuttaṃ
ud	66	Kinh Đoạn Tận Ái	Taṇhāsaṅkhayasuttaṃ
ud	67	Kinh Đoạn Tận Hý Luận	Papañcakhayasuttaṃ
ud	68	Kinh Ca-chiên-diên	Kaccānasuttaṃ
ud	69	Kinh Giếng	Udapānasuttaṃ
ud	70	Kinh U-tê-na	Utenasuttaṃ
ud	71	Kinh Liên Hệ Đến Niết-bàn	Paṭhamanibbānapaṭisaṃyuttasuttaṃ
ud	72	Kinh Liên Hệ Đến Niết-bàn	Dutiyanibbānapaṭisaṃyuttasuttaṃ
ud	73	Kinh Liên Hệ Đến Niết-bàn	Tatiyanibbānapaṭisaṃyuttasuttaṃ
ud	74	Kinh Liên Hệ Đến Niết-bàn	Catutthanibbānapaṭisaṃyuttasuttaṃ
ud	75	Kinh Thuần-đà	Cundasuttaṃ
ud	76	Kinh Dân Ba-tha-li-ga-ma	Pāṭaligāmiyasuttaṃ
ud	77	Kinh Hai Đường	Dvidhāpathasuttaṃ
ud	78	Kinh Tỳ-xá-khư	Visākhāsuttaṃ
ud	79	Kinh Đáp-ba	Paṭhamadabbasuttaṃ
ud	80	Kinh Đáp-ba	Dutiyadabbasuttaṃ
it	1	Kinh Tham	Lobhasuttaṃ
it	2	Kinh Sân	Dosasuttaṃ
it	3	Kinh Si	Mohasuttaṃ
it	4	Kinh Phẫn Nộ	Kodhasuttaṃ
it	5	Kinh Bội Bạc	Makkhasuttaṃ
it	6	Kinh Mạn	Mānasuttaṃ
it	7	Kinh Liễu Tri Tất Cả	Sabbapariññāsuttaṃ
it	8	Kinh Liễu Tri Mạn	Mānapariññāsuttaṃ
it	9	Kinh Liễu Tri Tham	Lobhapariññāsuttaṃ
it	10	Kinh Liễu Tri Sân	Dosapariññāsuttaṃ
it	11	Kinh Liễu Tri Si	Mohapariññāsuttaṃ
it	12	Kinh Liễu Tri Phẫn Nộ	Kodhapariññāsuttaṃ
it	13	Kinh Liễu Tri Bội Bạc	Makkhapariññāsuttaṃ
it	14	Kinh Che Lấp Vô Minh	Avijjānīvaraṇasuttaṃ
it	15	Kinh Kiết Sử Ái	Taṇhāsaṃyojanasuttaṃ
it	16	Kinh Hữu Học	Paṭhamasekhasuttaṃ
it	17	Kinh Hữu Học	Dutiyasekhasuttaṃ
it	18	Kinh Phá Tăng	Saṅghabhedasuttaṃ
it	19	Kinh Hòa Hợp Tăng	Saṅghasāmaggīsuttaṃ
it	20	Kinh Tâm Độc Ác	Paduṭṭhacittasuttaṃ
it	21	Kinh Tâm Tịnh Tín	Pasannacittasuttaṃ
it	22	Kinh Từ Tâm	Mettasuttaṃ
it	23	Kinh Hai Lợi Ích	Ubhayatthasuttaṃ
it	24	Kinh Đống Xương	Aṭṭhipuñjasuttaṃ
it	25	Kinh Vọng Ngữ	Musāvādasuttaṃ
it	26	Kinh Bố Thí	Dānasuttaṃ
it	27	Kinh Tu Tập Từ	Mettābhāvanāsuttaṃ
it	28	Kinh Trú Khổ	Dukkhavihārasuttaṃ
it	29	Kinh Trú Lạc	Sukhavihārasuttaṃ
it	30	Kinh Đáng Ăn Năn	Tapanīyasuttaṃ
it	31	Kinh Không Đáng Ăn Năn	Atapanīyasuttaṃ
it	32	Kinh Giới	Paṭhamasīlasuttaṃ
it	33	Kinh Giới	Dutiyasīlasuttaṃ
it	34	Kinh Nhiệt Tâm	Ātāpīsuttaṃ
it	35	Kinh Không Giả Dối	Paṭhamanakuhanasuttaṃ
it	36	Kinh Không Giả Dối	Dutiyanakuhanasuttaṃ
it	37	Kinh Hỷ	Somanassasuttaṃ
it	38	Kinh Tầm	Vitakkasuttaṃ
it	39	Kinh Thuyết Pháp	Desanāsuttaṃ
it	40	Kinh Minh	Vijjāsuttaṃ
it	41	Kinh Thiếu Tuệ	Paññāparihīnasuttaṃ
it	42	Kinh Pháp Trắng	Sukkadhammasuttaṃ
it	43	Kinh Không Sanh	Ajātasuttaṃ
it	44	Kinh Giới Tánh Niết-bàn	Nibbānadhātusuttaṃ
it	45	Kinh Ẩn Cư	Paṭisallānasuttaṃ
it	46	Kinh Lợi Ích Học Giới	Sikkhānisaṃsasuttaṃ
it	47	Kinh Tỉnh Thức	Jāgariyasuttaṃ
it	48	Kinh Đọa Xứ	Āpāyikasuttaṃ
it	49	Kinh Tà Kiến	Diṭṭhigatasuttaṃ
it	50	Kinh Gốc	Mūlasuttaṃ
it	51	Kinh Giới	Dhātusuttaṃ
it	52	Kinh Thọ	Paṭhamavedanāsuttaṃ
it	53	Kinh Thọ	Dutiyavedanāsuttaṃ
it	54	Kinh Tầm Cầu	Paṭhamaesanāsuttaṃ
it	55	Kinh Tầm Cầu	Dutiyaesanāsuttaṃ
it	56	Kinh Lậu Hoặc	Paṭhamaāsavasuttaṃ
it	57	Kinh Lậu Hoặc	Dutiyaāsavasuttaṃ
it	58	Kinh Ái	Taṇhāsuttaṃ
it	59	Kinh Cảnh Giới Ác Ma	Māradheyyasuttaṃ
it	60	Kinh Phước Sự	Puññakiriyavatthusuttaṃ
it	61	Kinh Mắt	Cakkhusuttaṃ
it	62	Kinh Căn	Indriyasuttaṃ
it	63	Kinh Thời Phần	Addhāsuttaṃ
it	64	Kinh Ác Hạnh	Duccaritasuttaṃ
it	65	Kinh Thiện Hạnh	Sucaritasuttaṃ
it	66	Kinh Thanh Tịnh	Soceyyasuttaṃ
it	67	Kinh Hạnh Ẩn Sĩ	Moneyyasuttaṃ
it	68	Kinh Tham	Paṭhamarāgasuttaṃ
it	69	Kinh Tham	Dutiyarāgasuttaṃ
it	70	Kinh Tà Kiến	Micchādiṭṭhikasuttaṃ
it	71	Kinh Chánh Kiến	Sammādiṭṭhikasuttaṃ
it	72	Kinh Xuất Ly	Nissaraṇiyasuttaṃ
it	73	Kinh Tịch Tịnh Hơn	Santatarasuttaṃ
it	74	Kinh Con	Puttasuttaṃ
it	75	Kinh Không Mưa	Avuṭṭhikasuttaṃ
it	76	Kinh Cầu Lạc	Sukhapatthanāsuttaṃ
it	77	Kinh Dễ Vỡ	Bhidurasuttaṃ
it	78	Kinh Giới Hòa Hợp	Dhātusosaṃsandanasuttaṃ
it	79	Kinh Thoái Thất	Parihānasuttaṃ
it	80	Kinh Tầm	Vitakkasuttaṃ
it	81	Kinh Cung Kính	Sakkārasuttaṃ
it	82	Kinh Tiếng Trời	Devasaddasuttaṃ
it	83	Kinh Năm Điềm Trước	Pañcapubbanimittasuttaṃ
it	84	Kinh Lợi Ích Nhiều Người	Bahujanahitasuttaṃ
it	85	Kinh Tùy Quán Bất Tịnh	Asubhānupassīsuttaṃ
it	86	Kinh Hành Pháp Tùy Pháp	Dhammānudhammapaṭipannasuttaṃ
it	87	Kinh Gây Bóng Tối	Andhakaraṇasuttaṃ
it	88	Kinh Cáu Bẩn Bên Trong	Antarāmalasuttaṃ
it	89	Kinh Đề-bà-đạt-đa	Devadattasuttaṃ
it	90	Kinh Tịnh Tín Tối Thượng	Aggappasādasuttaṃ
it	91	Kinh Sinh Kế	Jīvikasuttaṃ
it	92	Kinh Vạt Y	Saṅghāṭikaṇṇasuttaṃ
it	93	Kinh Lửa	Aggisuttaṃ
it	94	Kinh Quán Sát	Upaparikkhasuttaṃ
it	95	Kinh Sanh Thú Dục	Kāmūpapattisuttaṃ
it	96	Kinh Ách Dục	Kāmayogasuttaṃ
it	97	Kinh Bố Thí	Dānasuttaṃ
it	98	Kinh Tam Minh	Tevijjasuttaṃ
it	99	Kinh Tế Pháp Bà-la-môn	Brāhmaṇadhammayāgasuttaṃ
it	100	Kinh Dễ Được	Sulabhasuttaṃ
it	101	Kinh Đoạn Lậu	Āsavakkhayasuttaṃ
it	102	Kinh Sa-môn Bà-la-môn	Samaṇabrāhmaṇasuttaṃ
it	103	Kinh Thành Tựu Giới	Sīlasampannasuttaṃ
it	104	Kinh Sanh Ái	Taṇhuppādasuttaṃ
it	105	Kinh Cùng Phạm Thiên	Sabrahmakasuttaṃ
it	106	Kinh Nhiều Công Đức	Bahukārasuttaṃ
it	107	Kinh Lừa Dối	Kuhasuttaṃ
it	108	Kinh Dòng Sông	Nadīsotasuttaṃ
it	109	Kinh Đi	Carasuttaṃ
it	110	Kinh Đầy Đủ Giới	Sampannasīlasuttaṃ
it	111	Kinh Thế Gian	Lokasuttaṃ
snp	1	Kinh Rắn	Uragasuttaṃ
snp	2	Kinh Đa-ni-da	Dhaniyasuttaṃ
snp	3	Kinh Sừng Tê Giác	Khaggavisāṇasuttaṃ
snp	4	Kinh Ca-tỳ Bà-la-độ-xà	Kasibhāradvājasuttaṃ
snp	5	Kinh Thuần-đà	Cundasuttaṃ
snp	6	Kinh Suy Đồi	Parābhavasuttaṃ
snp	7	Kinh Hạ Tiện	Vasalasuttaṃ
snp	8	Kinh Từ Tâm	Mettasuttaṃ
snp	9	Kinh Hê-ma-ba-đa	Hemavatasuttaṃ
snp	10	Kinh A-la-ba-ca	Āḷavakasuttaṃ
snp	11	Kinh Chiến Thắng	Vijayasuttaṃ
snp	12	Kinh Ẩn Sĩ	Munisuttaṃ
snp	13	Kinh Châu Báu	Ratanasuttaṃ
snp	14	Kinh Mùi Hôi	Āmagandhasuttaṃ
snp	15	Kinh Tàm	Hirisuttaṃ
snp	16	Kinh Điềm Lành	Maṅgalasuttaṃ
snp	17	Kinh Su-xi-lô-ma	Sūcilomasuttaṃ
snp	18	Kinh Hành Pháp	Dhammacariyasuttaṃ
snp	19	Kinh Pháp Bà-la-môn	Brāhmaṇadhammikasuttaṃ
snp	20	Kinh Con Thuyền	Nāvāsuttaṃ
snp	21	Kinh Giới Hạnh Nào	Kiṃsīlasuttaṃ
snp	22	Kinh Tinh Cần	Uṭṭhānasuttaṃ
snp	23	Kinh La-hầu-la	Rāhulasuttaṃ
snp	24	Kinh Ni-gi-lô-đa-khap-ba	Nigrodhakappasuttaṃ
snp	25	Kinh Du Hành Chân Chánh	Sammāparibbājanīyasuttaṃ
snp	26	Kinh Đam-mi-ca	Dhammikasuttaṃ
snp	27	Kinh Xuất Gia	Pabbajjāsuttaṃ
snp	28	Kinh Tinh Tấn	Padhānasuttaṃ
snp	29	Kinh Lời Khéo Nói	Subhāsitasuttaṃ
snp	30	Kinh Sun-đa-li-ca Bà-la-độ-xà	Sundarikabhāradvājasuttaṃ
snp	31	Kinh Ma-gha	Māghasuttaṃ
snp	32	Kinh Sa-bhi-da	Sabhiyasuttaṃ
snp	33	Kinh Sê-la	Selasuttaṃ
snp	34	Kinh Mũi Tên	Sallasuttaṃ
snp	35	Kinh Bà-tất-sá	Vāseṭṭhasuttaṃ
snp	36	Kinh Ca-lê-ca	Kokālikasuttaṃ
snp	37	Kinh Na-la-ca	Nālakasuttaṃ
snp	38	Kinh Tùy Quán Hai Mặt	Dvayatānupassanāsuttaṃ
snp	39	Kinh Dục	Kāmasuttaṃ
snp	40	Kinh Tám Kệ Hang	Guhaṭṭhakasuttaṃ
snp	41	Kinh Tám Kệ Ác	Duṭṭhaṭṭhakasuttaṃ
snp	42	Kinh Tám Kệ Tịnh	Suddhaṭṭhakasuttaṃ
snp	43	Kinh Tám Kệ Tối Thượng	Paramaṭṭhakasuttaṃ
snp	44	Kinh Già	Jarāsuttaṃ
snp	45	Kinh Ti-sa-mết-tê-da	Tissametteyyasuttaṃ
snp	46	Kinh Ba-su-la	Pasūrasuttaṃ
snp	47	Kinh Ma-gan-đi-da	Māgaṇḍiyasuttaṃ
snp	48	Kinh Trước Khi Tan Rã	Purābhedasuttaṃ
snp	49	Kinh Cãi Vã Tranh Chấp	Kalahavivādasuttaṃ
snp	50	Kinh Tiểu Thiên	Cūḷabyūhasuttaṃ
snp	51	Kinh Đại Thiên	Mahābyūhasuttaṃ
snp	52	Kinh Mau Lẹ	Tuvaṭakasuttaṃ
snp	53	Kinh Cầm Gậy	Attadaṇḍasuttaṃ
snp	54	Kinh Xá-lợi-phất	Sāriputtasuttaṃ
snp	55	Kệ Sự Tích	Vatthugāthā
snp	56	Câu hỏi của thanh niên A-xi-đa	Ajitamāṇavapucchā
snp	57	Câu hỏi của thanh niên Ti-sa-mết-tê-da	Tissametteyyamāṇavapucchā
snp	58	Câu hỏi của thanh niên Phuẩn-na-ca	Puṇṇakamāṇavapucchā
snp	59	Câu hỏi của thanh niên Mết-ta-gu	Mettagūmāṇavapucchā
snp	60	Câu hỏi của thanh niên Đô-tha-ca	Dhotakamāṇavapucchā
snp	61	Câu hỏi của thanh niên U-ba-si-ba	Upasīvamāṇavapucchā
snp	62	Câu hỏi của thanh niên Nan-đa	Nandamāṇavapucchā
snp	63	Câu hỏi của thanh niên Hê-ma-ca	Hemakamāṇavapucchā
snp	64	Câu hỏi của thanh niên Đạo-đề-da	Todeyyamāṇavapucchā
snp	65	Câu hỏi của thanh niên Khap-ba	Kappamāṇavapucchā
snp	66	Câu hỏi của thanh niên Xa-tu-can-ni	Jatukaṇṇimāṇavapucchā
snp	67	Câu hỏi của thanh niên Ba-đa-bu-đa	Bhadrāvudhamāṇavapucchā
snp	68	Câu hỏi của thanh niên U-đa-da	Udayamāṇavapucchā
snp	69	Câu hỏi của thanh niên Bô-sa-la	Posālamāṇavapucchā
snp	70	Câu hỏi của thanh niên Mô-gha-la-xà	Mogharājamāṇavapucchā
snp	71	Câu hỏi của thanh niên Tân-kỳ-dà	Piṅgiyamāṇavapucchā
vv	1	Chuyện thiên cung Sàng Tọa	Paṭhamapīṭhavimānavatthu
vv	2	Chuyện thiên cung Sàng Tọa	Dutiyapīṭhavimānavatthu
vv	3	Chuyện thiên cung Sàng Tọa	Tatiyapīṭhavimānavatthu
vv	4	Chuyện thiên cung Sàng Tọa	Catutthapīṭhavimānavatthu
vv	5	Chuyện thiên cung Voi	Kuñjaravimānavatthu
vv	6	Chuyện thiên cung Thuyền	Paṭhamanāvāvimānavatthu
vv	7	Chuyện thiên cung Thuyền	Dutiyanāvāvimānavatthu
vv	8	Chuyện thiên cung Thuyền	Tatiyanāvāvimānavatthu
vv	9	Chuyện thiên cung Đèn	Dīpavimānavatthu
vv	10	Chuyện thiên cung Cúng Mè	Tiladakkhiṇavimānavatthu
vv	11	Chuyện thiên cung Vợ Hiền	Paṭhamapatibbatāvimānavatthu
vv	12	Chuyện thiên cung Vợ Hiền	Dutiyapatibbatāvimānavatthu
vv	13	Chuyện thiên cung Nàng Dâu	Paṭhamasuṇisāvimānavatthu
vv	14	Chuyện thiên cung Nàng Dâu	Dutiyasuṇisāvimānavatthu
vv	15	Chuyện thiên cung Uất-đa-la	Uttarāvimānavatthu
vv	16	Chuyện thiên cung Thi-lợi-ma	Sirimāvimānavatthu
vv	17	Chuyện thiên cung Người Bán Tóc	Kesakārīvimānavatthu
vv	18	Chuyện thiên cung Nữ Tỳ	Dāsivimānavatthu
vv	19	Chuyện thiên cung La-khu-ma	Lakhumāvimānavatthu
vv	20	Chuyện thiên cung Cúng Nước Súc Miệng	Ācāmadāyikāvimānavatthu
vv	21	Chuyện thiên cung Chiên-đà-la	Caṇḍālivimānavatthu
vv	22	Chuyện thiên cung Ba-đit-thi	Bhadditthivimānavatthu
vv	23	Chuyện thiên cung Sô-na-đin-na	Soṇadinnāvimānavatthu
vv	24	Chuyện thiên cung Bố-tát	Uposathāvimānavatthu
vv	25	Chuyện thiên cung Ni-đa	Niddāvimānavatthu
vv	26	Chuyện thiên cung Su-ni-đa	Suniddāvimānavatthu
vv	27	Chuyện thiên cung Nữ Thí Chủ	Paṭhamabhikkhādāyikāvimānavatthu
vv	28	Chuyện thiên cung Nữ Thí Chủ	Dutiyabhikkhādāyikāvimānavatthu
vv	29	Chuyện thiên cung Huy Hoàng	Uḷāravimānavatthu
vv	30	Chuyện thiên cung Cúng Mía	Ucchudāyikāvimānavatthu
vv	31	Chuyện thiên cung Trường Kỷ	Pallaṅkavimānavatthu
vv	32	Chuyện thiên cung La-đà	Latāvimānavatthu
vv	33	Chuyện thiên cung Cúng Y Tối Thượng	Vatthuttamadāyikāvimānavatthu
vv	34	Chuyện thiên cung Cúng Hoa Tối Thượng	Pupphuttamadāyikāvimānavatthu (1)
vv	35	Chuyện thiên cung Cúng Hương Tối Thượng	Gandhuttamadāyikāvimānavatthu (2)
vv	36	Chuyện thiên cung Cúng Trái Tối Thượng	Phaluttamadāyikāvimānavatthu (3)
vv	37	Chuyện thiên cung Cúng Vị Tối Thượng	Rasuttamadāyikāvimānavatthu (4)
vv	38	Chuyện thiên cung Cúng Hương Năm Ngón	Gandhapañcaṅgulikadāyikāvimānavatthu
vv	39	Chuyện thiên cung Một Ngày Bố-tát	Ekūposathavimānavatthu (1)
vv	40	Chuyện thiên cung Cúng Nước	Udakadāyikāvimānavatthu (2)
vv	41	Chuyện thiên cung Hầu Hạ	Upaṭṭhānavimānavatthu (3)
vv	42	Chuyện thiên cung Người Làm	Aparakammakārinīvimānavatthu (4)
vv	43	Chuyện thiên cung Cúng Cơm Sữa	Khīrodanadāyikāvimānavatthu
vv	44	Chuyện thiên cung Cúng Đường Thốt Nốt	Phāṇitadāyikāvimānavatthu (1)
vv	45	Chuyện thiên cung Cúng Hoa Tim-ba-lu-sa-ca	Timbarusakadāyikāvimānavatthu (3)
vv	46	Chuyện thiên cung Cúng Dưa Chuột	Kakkārikadāyikāvimānavatthu (4)
vv	47	Chuyện thiên cung Cúng Dưa Leo	Eḷālukadāyikāvimānavatthu (5)
vv	48	Chuyện thiên cung Cúng Trái Dây Leo	Valliphaladāyikāvimānavatthu(6)
vv	49	Chuyện thiên cung Cúng Quả Pha-lu-sa-ca	Phārusakadāyikāvimānavatthu (7)
vv	50	Chuyện thiên cung Cúng Che Nắng Bằng Tay	Hatthappatāpakadāyikāvimānavatthu (8)
vv	51	Chuyện thiên cung Cúng Nắm Rau	Sākamuṭṭhidāyikāvimānavatthu (9)
vv	52	Chuyện thiên cung Cúng Nắm Hoa	Pupphakamuṭṭhidāyikāvimānavatthu (10)
vv	53	Chuyện thiên cung Cúng Củ Cải	Mūlakadāyikāvimānavatthu (11)
vv	54	Chuyện thiên cung Cúng Nắm Xoan	Nimbamuṭṭhidāyikāvimānavatthu (12)
vv	55	Chuyện thiên cung Cúng Cháo Xoài	Ambakañjikadāyikāvimānavatthu (13)
vv	56	Chuyện thiên cung Cúng Máng Đong	Doṇinimmajjanidāyikāvimānavatthu (14)
vv	57	Chuyện thiên cung Cúng Thắt Lưng	Kāyabandhanadāyikāvimānavatthu (15)
vv	58	Chuyện thiên cung Cúng Bọc Vai	Aṃsabaddhakadāyikāvimānavatthu (16)
vv	59	Chuyện thiên cung Cúng Tấm Sắt	Āyogapaṭṭadāyikāvimānavatthu (17)
vv	60	Chuyện thiên cung Cúng Quạt Xông	Vidhūpanadāyikāvimānavatthu (18)
vv	61	Chuyện thiên cung Cúng Quạt Cọ	Tālavaṇṭadāyikāvimānavatthu (19)
vv	62	Chuyện thiên cung Cúng Quạt Đuôi Công	Morahatthadāyikāvimānavatthu (20)
vv	63	Chuyện thiên cung Cúng Ô	Chattadāyikāvimānavatthu (21)
vv	64	Chuyện thiên cung Cúng Giày	Upāhanadāyikāvimānavatthu (22)
vv	65	Chuyện thiên cung Cúng Bánh	Pūvadāyikāvimānavatthu (23)
vv	66	Chuyện thiên cung Cúng Bánh Ngọt	Modakadāyikāvimānavatthu (24)
vv	67	Chuyện thiên cung Cúng Kẹo	Sakkhalikadāyikāvimānavatthu (25)
vv	68	Chuyện thiên cung Rực Rỡ	Daddallavimānavatthu
vv	69	Chuyện thiên cung Bê-sa-va-ti	Pesavatīvimānavatthu
vv	70	Chuyện thiên cung Ma-li-ca	Mallikāvimānavatthu
vv	71	Chuyện thiên cung Mắt To	Visālakkhivimānavatthu
vv	72	Chuyện thiên cung Cây San Hô	Pāricchattakavimānavatthu
vv	73	Chuyện thiên cung Đỏ Sẫm	Mañjiṭṭhakavimānavatthu
vv	74	Chuyện thiên cung Sáng Chói	Pabhassaravimānavatthu
vv	75	Chuyện thiên cung Voi	Nāgavimānavatthu
vv	76	Chuyện thiên cung A-lô-ma	Alomavimānavatthu
vv	77	Chuyện thiên cung Cúng Cháo	Kañjikadāyikāvimānavatthu
vv	78	Chuyện thiên cung Tịnh Xá	Vihāravimānavatthu
vv	79	Chuyện thiên cung Bốn Nữ Nhân	Caturitthivimānavatthu
vv	80	Chuyện thiên cung Vườn Xoài	Ambavimānavatthu
vv	81	Chuyện thiên cung Hoàng Kim	Pītavimānavatthu
vv	82	Chuyện thiên cung Mía	Ucchuvimānavatthu
vv	83	Chuyện thiên cung Đảnh Lễ	Vandanavimānavatthu
vv	84	Chuyện thiên cung Lat-xu-ma-la	Rajjumālāvimānavatthu
vv	85	Chuyện thiên cung Tiên Nhái	Maṇḍūkadevaputtavimānavatthu
vv	86	Chuyện thiên cung Lê-ba-đi	Revatīvimānavatthu
vv	87	Chuyện thiên cung Nam Tử Xát-đa	Chattamāṇavakavimānavatthu
vv	88	Chuyện thiên cung Cúng Nước Cua	Kakkaṭakarasadāyakavimānavatthu
vv	89	Chuyện thiên cung Người Giữ Cửa	Dvārapālavimānavatthu
vv	90	Chuyện thiên cung Thiện Sự	Paṭhamakaraṇīyavimānavatthu
vv	91	Chuyện thiên cung Thiện Sự	Dutiyakaraṇīyavimānavatthu
vv	92	Chuyện thiên cung Kim	Paṭhamasūcivimānavatthu
